wage,nearc4,educ,age,black,smsa,south,exper
550,0,12,27,1,0,1,9
650,0,16,25,0,1,1,3
423,0,11,26,0,0,1,9
420,0,13,27,0,1,1,8
200,0,14,25,0,1,1,5
400,0,8,26,0,0,1,12
300,0,9,24,0,1,1,9
714,0,12,30,0,1,1,12
398,0,12,25,0,0,1,7
398,0,9,29,0,0,1,14
734,0,16,28,0,1,1,6
688,0,12,25,0,0,1,7
212,0,6,28,0,0,1,16
455,0,12,31,0,0,1,13
350,0,15,24,0,1,1,3
577,0,16,28,0,0,1,6
699,0,16,31,0,0,0,9
375,0,16,27,0,0,1,5
375,0,13,24,0,0,1,5
364,0,12,33,0,0,1,15
220,0,12,29,1,1,1,11
621,0,16,31,1,1,1,9
375,0,11,31,1,0,1,14
341,0,16,26,1,0,1,4
380,0,16,24,1,0,1,2
260,0,11,32,0,1,1,15
489,0,8,30,1,1,1,16
433,0,11,26,1,1,1,9
365,0,11,27,1,1,1,10
257,0,14,33,1,1,1,13
513,0,14,26,0,1,1,6
288,0,15,31,0,1,1,10
866,0,18,30,0,1,1,6
433,0,12,25,0,1,1,7
500,0,1,29,0,1,1,22
548,0,16,24,0,1,1,2
400,0,12,29,0,1,1,11
433,0,9,30,0,1,1,15
375,0,13,24,0,0,1,5
547,0,12,32,0,1,1,14
375,0,12,24,0,0,1,6
500,0,14,25,0,0,1,5
355,0,16,24,0,0,1,2
600,0,12,29,0,1,0,11
650,0,12,34,0,1,1,16
848,0,12,32,0,1,1,14
325,0,12,27,0,1,1,9
289,1,12,33,1,0,1,15
457,1,14,24,1,0,1,4
711,1,14,29,1,1,1,9
413,1,13,34,0,0,1,15
649,1,16,25,1,1,1,3
633,1,13,26,0,1,1,7
721,1,16,28,0,0,1,6
913,1,12,32,0,1,1,14
375,1,13,26,0,0,1,7
592,1,18,27,0,1,1,3
764,0,16,32,0,0,1,10
500,0,12,26,0,0,1,8
275,0,11,25,1,1,0,8
260,0,10,24,1,1,0,8
962,0,16,28,0,0,1,6
625,0,12,28,1,0,1,10
333,0,12,26,1,0,1,8
625,0,12,29,1,0,1,11
250,0,10,24,1,0,1,8
359,0,12,34,1,0,1,16
550,0,12,34,1,0,1,16
403,0,12,24,1,0,1,6
463,0,11,26,1,1,0,9
396,0,12,24,1,0,1,6
278,0,12,24,1,0,1,6
400,0,14,27,1,0,1,7
415,0,16,24,1,0,1,2
462,0,12,33,1,0,1,15
1442,0,18,33,0,0,1,9
125,0,4,27,1,0,1,17
200,0,10,34,1,0,1,18
300,0,10,31,1,0,1,15
521,0,10,32,1,0,1,16
266,0,13,25,1,1,1,6
325,0,11,26,1,0,1,9
350,0,9,30,1,1,1,15
340,0,9,34,1,0,1,19
625,0,13,25,1,0,1,6
214,0,10,29,0,0,1,13
688,0,12,28,0,0,1,10
275,0,8,32,0,1,1,18
457,0,10,32,0,0,1,16
615,0,12,26,1,1,1,8
732,0,16,25,1,1,0,3
163,0,12,26,1,0,1,8
260,0,8,24,1,0,1,10
492,0,11,27,0,0,1,10
575,0,12,26,1,1,0,8
510,0,12,25,1,1,0,7
565,0,8,26,1,1,1,12
515,0,9,29,1,0,1,14
471,0,8,25,1,1,0,11
335,0,13,27,1,0,1,8
481,0,12,28,1,0,1,10
642,0,12,26,1,0,1,8
573,0,10,25,1,0,1,9
315,0,6,32,1,0,1,20
360,0,11,30,1,1,1,13
339,0,12,25,1,1,1,7
400,0,13,26,0,0,1,7
300,0,15,24,0,0,1,3
580,0,10,34,0,0,1,18
321,0,14,24,0,0,1,4
475,0,12,26,1,1,0,8
445,0,7,25,1,1,0,12
300,0,6,25,1,0,1,13
252,0,10,27,1,0,1,11
419,0,12,25,1,0,1,7
317,0,6,34,1,0,1,22
553,0,16,29,0,0,1,7
721,0,18,31,0,0,1,7
729,0,13,25,0,0,1,6
314,0,12,25,0,1,1,7
220,0,9,27,0,0,1,12
235,1,8,25,1,0,1,11
333,1,9,27,1,0,1,12
333,1,11,26,1,0,1,9
333,1,11,30,1,0,1,13
380,1,12,28,1,0,1,10
390,1,12,26,1,0,1,8
250,1,5,34,1,0,1,23
673,1,17,27,1,1,1,4
483,1,16,26,1,1,1,4
769,1,16,25,1,1,1,3
325,1,4,25,1,1,1,15
465,1,11,30,1,0,1,13
350,1,14,24,0,0,1,4
375,1,12,26,1,1,1,8
300,1,5,27,0,0,1,16
475,1,16,25,1,1,1,3
528,1,12,27,1,1,0,9
513,1,10,26,1,0,1,10
445,1,12,27,1,1,0,9
265,1,11,29,1,0,1,12
260,1,12,27,1,0,1,9
318,1,9,24,1,1,1,9
626,0,12,26,0,0,1,8
400,0,11,25,0,0,1,8
378,0,14,24,0,1,1,4
803,0,16,29,0,0,1,7
447,0,16,25,0,0,1,3
319,0,15,28,0,0,1,7
401,0,8,30,0,0,1,16
438,0,9,27,0,1,1,12
417,0,10,24,0,1,1,8
375,0,10,25,0,0,1,9
616,0,16,30,0,1,1,8
354,0,12,28,0,1,1,10
425,0,18,28,0,1,1,4
265,0,12,26,0,0,1,8
426,0,14,24,0,1,1,4
250,0,12,25,0,0,1,7
560,0,17,25,0,1,1,2
289,0,12,29,0,0,1,11
393,0,16,26,0,0,1,4
577,0,12,26,0,1,1,8
346,0,17,32,0,0,1,9
1282,0,16,28,0,1,1,6
865,1,17,28,0,1,0,5
413,1,14,24,0,1,1,4
225,1,6,29,0,1,0,17
404,1,14,27,0,1,0,7
721,1,12,31,0,1,1,13
577,1,12,30,0,1,1,12
500,1,12,26,0,0,1,8
250,1,12,29,0,0,1,11
155,1,12,26,0,0,1,8
406,1,12,27,0,0,1,9
350,0,12,33,1,1,1,15
462,0,12,26,1,1,1,8
500,0,10,34,0,1,1,18
846,0,16,30,0,1,1,8
577,0,12,29,0,1,1,11
400,0,16,28,0,1,1,6
741,0,11,34,0,0,0,17
350,0,14,25,0,1,1,5
438,0,12,26,0,1,1,8
727,0,13,25,0,1,1,6
970,0,11,25,0,1,1,8
751,0,16,30,0,1,1,8
577,0,18,30,0,1,1,6
404,0,16,30,0,0,1,8
616,0,12,30,0,0,1,12
230,0,16,25,0,0,1,3
142,0,12,24,0,0,1,6
385,0,18,30,0,0,1,6
385,0,12,27,0,1,1,9
422,0,12,24,0,0,1,6
650,0,12,27,1,0,0,9
230,0,8,30,1,0,1,16
672,0,15,30,0,0,1,9
354,0,18,27,1,1,1,3
250,0,13,26,1,0,1,7
300,0,11,31,1,0,1,14
400,0,12,24,1,0,1,6
300,0,7,34,1,0,1,21
460,0,13,27,1,0,1,8
432,0,12,27,1,1,0,9
250,0,11,26,1,0,1,9
315,0,5,28,0,1,1,17
625,0,12,28,0,0,1,10
500,0,10,26,0,0,1,10
331,0,12,27,0,0,1,9
585,0,12,28,0,0,1,10
320,0,13,28,1,0,1,9
300,0,11,28,1,0,1,11
738,0,16,32,0,0,1,10
385,0,12,30,1,0,1,12
641,0,13,26,1,0,1,7
325,0,5,32,1,0,1,21
406,0,12,24,1,0,1,6
300,0,6,32,1,0,1,20
176,0,7,29,1,0,1,16
450,0,11,27,1,0,1,10
292,0,10,24,1,0,1,8
801,0,12,27,0,0,1,9
375,0,9,27,1,0,1,12
230,0,10,24,1,0,1,8
535,0,13,33,1,0,1,14
422,0,7,31,1,0,1,18
361,0,10,27,0,0,1,11
300,0,9,27,0,0,1,12
558,0,12,28,0,0,1,10
470,0,16,28,1,0,1,6
486,0,12,34,0,0,1,16
600,0,12,26,0,0,1,8
363,0,11,34,1,0,1,17
200,0,10,24,1,1,1,8
142,0,8,30,1,0,1,16
448,0,12,33,0,0,1,15
300,0,11,29,1,0,1,12
706,0,12,31,0,1,0,13
534,0,12,26,0,1,0,8
260,0,13,29,1,0,1,10
675,0,12,26,1,1,0,8
260,0,7,31,1,0,1,18
300,0,10,34,1,0,1,18
1215,0,16,27,0,1,1,5
577,0,17,28,0,0,1,5
250,0,14,27,1,0,1,7
394,0,10,30,1,1,0,14
275,0,8,24,1,0,1,10
225,0,9,32,1,0,1,17
275,0,7,25,1,0,1,12
356,0,9,30,1,0,1,15
885,0,12,25,1,1,0,7
192,0,16,24,1,1,1,2
420,0,7,29,1,0,1,16
375,0,7,33,1,0,1,20
364,0,7,31,1,0,1,18
400,0,12,26,0,0,1,8
353,0,12,26,1,1,1,8
300,0,13,29,0,0,1,10
416,0,15,25,0,1,1,4
600,0,11,26,1,0,1,9
973,0,13,29,1,1,0,10
230,0,5,29,1,0,1,18
311,0,12,27,1,0,1,9
274,0,8,31,1,0,1,17
400,0,11,27,1,1,0,10
200,0,8,26,1,0,1,12
435,0,13,26,1,0,1,7
230,0,6,29,1,0,1,17
731,0,6,30,1,1,0,18
270,0,10,33,1,0,1,17
176,0,8,26,1,0,1,12
250,0,12,25,1,0,1,7
333,0,10,30,1,0,1,14
438,0,12,25,1,1,0,7
428,0,16,26,1,1,1,4
740,0,16,29,0,1,1,7
700,0,12,26,1,1,0,8
245,0,12,24,1,0,1,6
230,0,12,26,1,0,1,8
273,0,15,29,1,0,1,8
632,0,14,28,1,1,0,8
289,0,16,25,1,1,0,3
300,0,8,32,1,0,1,18
230,0,10,29,1,0,1,13
395,0,8,30,1,0,1,16
572,0,9,24,1,0,1,9
625,0,17,30,1,1,0,7
550,0,16,25,1,1,0,3
250,0,9,26,1,0,1,11
363,0,8,27,0,0,1,13
100,0,14,34,1,0,1,14
350,0,12,33,1,1,0,15
290,0,10,25,1,0,1,9
250,0,4,32,1,0,1,22
833,0,8,33,1,1,1,19
435,0,10,25,1,1,1,9
333,0,12,27,1,1,0,9
306,0,12,26,0,0,1,8
573,0,18,33,0,0,1,9
288,0,12,25,0,1,1,7
463,0,12,28,1,1,1,10
389,0,12,34,0,0,1,16
1106,0,16,32,0,0,1,10
245,0,16,24,0,1,1,2
358,0,12,25,0,1,1,7
357,0,8,34,0,1,1,20
400,0,12,30,1,0,1,12
300,0,10,25,0,0,1,9
553,0,16,27,0,1,1,5
300,0,8,31,0,0,1,17
450,0,7,30,0,1,1,17
409,0,12,25,0,0,1,7
250,0,14,24,0,1,1,4
337,0,16,24,0,1,1,2
280,0,16,24,0,1,1,2
523,0,13,24,0,1,1,5
513,0,16,26,0,1,1,4
691,0,14,31,0,1,1,11
425,0,16,27,0,0,0,5
361,0,13,24,0,1,1,5
542,0,12,24,0,0,0,6
769,0,12,32,0,1,1,14
505,0,12,25,0,1,1,7
591,0,17,25,0,1,1,2
419,0,16,25,0,1,1,3
375,0,16,26,0,1,1,4
369,0,17,26,0,1,1,3
438,0,11,26,0,1,1,9
619,0,17,29,0,1,0,6
635,0,16,33,0,1,1,11
500,0,12,26,0,1,1,8
875,0,12,32,0,1,1,14
635,0,17,34,0,1,1,11
313,0,14,24,0,0,0,4
350,0,15,24,0,0,1,3
857,0,9,24,0,0,1,9
200,0,11,31,1,0,1,14
383,0,12,24,1,1,0,6
245,0,12,30,1,0,1,12
808,0,12,32,1,0,1,14
462,0,18,33,1,0,1,9
577,0,16,29,1,0,1,7
506,0,17,31,1,1,0,8
962,0,17,28,0,0,1,5
743,0,16,26,0,1,1,4
450,0,12,24,0,1,1,6
476,0,11,27,1,0,1,10
123,0,9,25,1,0,1,10
794,0,11,32,1,1,1,15
200,0,10,25,1,0,1,9
462,0,14,32,0,0,1,12
225,0,10,29,0,0,1,13
577,0,13,28,0,1,1,9
180,0,8,32,1,0,1,18
325,0,9,31,1,0,0,16
409,0,7,28,1,0,1,15
200,0,10,25,1,0,1,9
539,0,16,29,0,0,1,7
354,0,16,28,0,0,1,6
250,0,11,28,0,0,1,11
693,0,16,28,0,0,1,6
420,0,12,28,0,0,1,10
366,0,12,33,0,1,1,15
351,0,11,24,0,0,1,7
913,0,16,31,0,1,1,9
900,0,13,28,0,0,1,9
300,0,7,26,0,0,1,13
307,0,10,27,0,0,1,11
475,0,7,27,0,1,1,14
340,0,11,28,1,0,1,11
463,0,9,29,1,1,1,14
200,0,12,30,1,0,1,12
315,0,15,24,1,0,1,3
625,0,16,30,1,0,1,8
254,0,12,30,1,0,1,12
450,0,9,27,0,0,1,12
375,0,12,24,1,0,1,6
300,0,12,26,1,1,0,8
364,0,12,26,1,0,1,8
750,0,18,27,1,1,0,3
589,0,15,28,1,1,1,7
265,0,10,31,1,1,1,15
300,0,9,25,1,1,1,10
390,0,6,33,1,0,1,21
500,0,10,31,0,0,1,15
450,0,12,29,0,0,1,11
263,0,12,27,0,0,1,9
432,0,14,27,0,0,1,7
192,0,10,30,1,0,1,14
829,0,14,34,0,0,1,14
513,1,16,30,1,1,1,8
529,1,13,30,1,1,0,11
385,1,16,26,1,0,1,4
500,1,13,27,0,0,1,8
712,1,15,29,0,1,1,8
472,1,16,27,0,1,1,5
470,1,12,24,1,0,1,6
413,1,13,25,1,1,0,6
335,1,12,25,0,0,1,7
481,1,13,34,0,1,1,15
500,1,12,24,0,0,1,6
713,1,12,31,0,0,1,13
525,1,13,26,1,0,1,7
